TITLE     = "results"
VARIABLES = "x", "qField"
0.000000000000000e+00	0.000000000000000e+00
5.000000000000000e-03	0.000000000000000e+00
1.000000000000000e-02	0.000000000000000e+00
1.500000000000000e-02	0.000000000000000e+00
2.000000000000000e-02	0.000000000000000e+00
2.500000000000000e-02	0.000000000000000e+00
3.000000000000000e-02	0.000000000000000e+00
3.500000000000000e-02	0.000000000000000e+00
4.000000000000000e-02	0.000000000000000e+00
4.500000000000000e-02	0.000000000000000e+00
5.000000000000000e-02	0.000000000000000e+00
5.500000000000000e-02	0.000000000000000e+00
6.000000000000000e-02	0.000000000000000e+00
6.500000000000000e-02	0.000000000000000e+00
7.000000000000001e-02	0.000000000000000e+00
7.500000000000000e-02	0.000000000000000e+00
8.000000000000000e-02	0.000000000000000e+00
8.500000000000001e-02	0.000000000000000e+00
9.000000000000000e-02	0.000000000000000e+00
9.500000000000000e-02	0.000000000000000e+00
1.000000000000000e-01	0.000000000000000e+00
1.050000000000000e-01	0.000000000000000e+00
1.100000000000000e-01	0.000000000000000e+00
1.150000000000000e-01	0.000000000000000e+00
1.200000000000000e-01	0.000000000000000e+00
1.250000000000000e-01	0.000000000000000e+00
1.300000000000000e-01	0.000000000000000e+00
1.350000000000000e-01	0.000000000000000e+00
1.400000000000000e-01	0.000000000000000e+00
1.450000000000000e-01	0.000000000000000e+00
1.500000000000000e-01	0.000000000000000e+00
1.550000000000000e-01	0.000000000000000e+00
1.600000000000000e-01	0.000000000000000e+00
1.650000000000000e-01	0.000000000000000e+00
1.700000000000000e-01	0.000000000000000e+00
1.750000000000000e-01	0.000000000000000e+00
1.800000000000000e-01	0.000000000000000e+00
1.850000000000000e-01	0.000000000000000e+00
1.900000000000000e-01	0.000000000000000e+00
1.950000000000000e-01	0.000000000000000e+00
2.000000000000000e-01	0.000000000000000e+00
2.050000000000000e-01	0.000000000000000e+00
2.100000000000000e-01	0.000000000000000e+00
2.150000000000000e-01	1.564344623937303e-01
2.200000000000000e-01	3.090169892782547e-01
2.250000000000000e-01	4.539904925772181e-01
2.300000000000000e-01	5.877852436214621e-01
2.350000000000000e-01	7.071067717131208e-01
2.400000000000000e-01	8.090169849251603e-01
2.450000000000000e-01	8.910065156731278e-01
2.500000000000000e-01	9.510565096710905e-01
2.550000000000000e-01	9.876883368226566e-01
2.600000000000000e-01	9.999999999999997e-01
2.650000000000000e-01	9.876883452059472e-01
2.700000000000000e-01	9.510565262312473e-01
2.750000000000000e-01	8.910065400023843e-01
2.800000000000000e-01	8.090170164244499e-01
2.850000000000000e-01	7.071068096068264e-01
2.900000000000000e-01	5.877852869765150e-01
2.950000000000000e-01	4.539905403260729e-01
3.000000000000000e-01	3.090170402451780e-01
3.050000000000000e-01	1.564345153237449e-01
3.100000000000000e-01	5.358979405823567e-08
