TITLE     = "results"
VARIABLES = "x", "u"
0.000000000000000e+00	0.000000000000000e+00
1.000000000000000e-02	0.000000000000000e+00
2.000000000000000e-02	0.000000000000000e+00
3.000000000000000e-02	0.000000000000000e+00
4.000000000000000e-02	0.000000000000000e+00
5.000000000000000e-02	0.000000000000000e+00
6.000000000000000e-02	0.000000000000000e+00
7.000000000000001e-02	0.000000000000000e+00
8.000000000000000e-02	0.000000000000000e+00
9.000000000000000e-02	0.000000000000000e+00
1.000000000000000e-01	0.000000000000000e+00
1.100000000000000e-01	0.000000000000000e+00
1.200000000000000e-01	0.000000000000000e+00
1.300000000000000e-01	0.000000000000000e+00
1.400000000000000e-01	0.000000000000000e+00
1.500000000000000e-01	0.000000000000000e+00
1.600000000000000e-01	0.000000000000000e+00
1.700000000000000e-01	0.000000000000000e+00
1.800000000000000e-01	0.000000000000000e+00
1.900000000000000e-01	0.000000000000000e+00
2.000000000000000e-01	0.000000000000000e+00
2.100000000000000e-01	6.343881726791405e-10
2.200000000000000e-01	1.389951860289400e-08
2.300000000000000e-01	1.527807253479198e-07
2.400000000000000e-01	1.123522609930005e-06
2.500000000000000e-01	6.219806036328906e-06
2.600000000000000e-01	2.765475420409289e-05
2.700000000000000e-01	1.028912922961285e-04
2.800000000000000e-01	3.295545673076020e-04
2.900000000000000e-01	9.278098951077370e-04
3.000000000000000e-01	2.332907200011290e-03
3.100000000000000e-01	5.305363373113809e-03
3.200000000000000e-01	1.102409246720362e-02
3.300000000000000e-01	2.110735141445346e-02
3.400000000000000e-01	3.750065447068720e-02
3.500000000000000e-01	6.219077772818585e-02
3.600000000000000e-01	9.675201070727038e-02
3.700000000000000e-01	1.417929489184911e-01
3.800000000000000e-01	1.964272205432160e-01
3.900000000000000e-01	2.579165208362140e-01
4.000000000000000e-01	3.216157208387648e-01
4.100000000000000e-01	3.812900485982069e-01
4.200000000000000e-01	4.297906837034151e-01
4.300000000000000e-01	4.599923312577658e-01
4.400000000000000e-01	4.658371315771909e-01
4.500000000000000e-01	4.433068533721284e-01
4.600000000000000e-01	3.911609535698574e-01
4.700000000000000e-01	3.113231586703762e-01
4.800000000000000e-01	2.088600633544857e-01
4.900000000000000e-01	9.155806131159208e-02
5.000000000000000e-01	-3.084085138226245e-02
5.100000000000000e-01	-1.476443566733142e-01
5.200000000000000e-01	-2.483334697553339e-01
5.300000000000000e-01	-3.236753447659786e-01
5.400000000000000e-01	-3.667033419629674e-01
5.500000000000000e-01	-3.734605356206657e-01
5.600000000000001e-01	-3.434282093562202e-01
5.700000000000001e-01	-2.795904332318275e-01
5.800000000000000e-01	-1.881177152811787e-01
5.900000000000000e-01	-7.768722564841184e-02
6.000000000000000e-01	4.150402505517754e-02
6.100000000000000e-01	1.589328558923370e-01
6.200000000000000e-01	2.650060476685379e-01
6.300000000000000e-01	3.522017730654674e-01
6.400000000000000e-01	4.159141199743211e-01
6.500000000000000e-01	4.548543092819143e-01
6.600000000000000e-01	4.709396916300795e-01
6.700000000000000e-01	4.687047711239463e-01
6.800000000000000e-01	4.543684025603055e-01
6.900000000000001e-01	4.347572764108152e-01
7.000000000000001e-01	4.162983409018156e-01
7.100000000000000e-01	4.042513457447684e-01
7.200000000000000e-01	4.022744705258435e-01
7.300000000000000e-01	4.123272442270293e-01
7.400000000000000e-01	4.348395364893692e-01
7.500000000000000e-01	4.690272631709370e-01
7.600000000000000e-01	5.132186302633499e-01
7.700000000000000e-01	5.650692679542585e-01
7.800000000000000e-01	6.215916014692493e-01
7.900000000000000e-01	6.790027438327182e-01
8.000000000000000e-01	7.324933859761497e-01
8.100000000000001e-01	7.761044354541063e-01
8.200000000000001e-01	8.029217878125757e-01
8.300000000000001e-01	8.057274415020498e-01
8.400000000000000e-01	7.780829607415927e-01
8.500000000000000e-01	7.156264487719516e-01
8.600000000000000e-01	6.172242278209488e-01
8.700000000000000e-01	4.856061759562317e-01
8.800000000000000e-01	3.272462467991344e-01
8.900000000000000e-01	1.514771195254326e-01
9.000000000000000e-01	-3.094165366764269e-02
9.100000000000000e-01	-2.094372676548317e-01
9.200000000000000e-01	-3.750388007072278e-01
9.300000000000000e-01	-5.213159301343688e-01
9.400000000000001e-01	-6.447292920966377e-01
9.500000000000001e-01	-7.444441771507643e-01
9.600000000000000e-01	-8.217707046799742e-01
9.700000000000000e-01	-8.794335386858918e-01
9.800000000000000e-01	-9.208518197181306e-01
9.900000000000000e-01	-9.495509805659700e-01
1.000000000000000e+00	-9.687605447456253e-01
